Station ID,Lat/Long,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"027-0116","30.800158, -83.538462",2016,2970,Estimated,191,121,0,0,0.114,0.5,3580,Short Term
"027-0118","30.827469, -83.526253",2016,1710,Actual,,,0,0,0.119,0.5,1970,Short Term
"027-0121","30.898959, -83.502071",2016,1130,Estimated,90,93,0,0,0.118,0.5,1260,Short Term
"027-0125","30.942210, -83.499376",2016,1630,Actual,,,0,0,0.117,0.5,1930,Short Term
"027-0127","30.956611, -83.500257",2016,1070,Estimated,,,0,0,0.0975,0.5,1080,Short Term
"027-0129","30.984127, -83.509559",2016,1140,Actual,,,0,0,0.11,0.5,1430,Short Term
"027-0132","31.025236, -83.502073",2016,1340,Estimated,73,204,0.622,1.01,0.0978,0.5,1610,Short Term
"027-0134","30.729045, -83.701345",2016,400,Actual,64,10,1.25,0.25,0.115,0.6,500,Short Term
"027-0136","30.763383, -83.632039",2016,810,Actual,61,13,0.494,0.123,0.115,0.6,840,Short Term
"027-0138","30.792700, -83.683200",2016,,,,,,,,,,Short Term
"027-0143","30.785613, -83.603927",2016,6690,Actual,420,1203,0.538,0.807,0.0832,0.5,10700,Short Term
"027-0145","30.785772, -83.581647",2016,10000,Estimated,672,1041,0.427,0.562,0.0804,0.5,11000,Short Term
"027-0149","30.785127, -83.565774",2016,15400,Actual,871,1186,0.396,0.448,0.0824,0.5,17800,Short Term
"027-0152","30.784765, -83.556954",2016,14000,Estimated,786,787,0.297,0.402,0.0745,0.5,15000,Short Term
"027-0154","30.784706, -83.555130",2016,12300,Actual,626,1456,0.366,0.585,0.0835,0.6,14700,Short Term
"027-0156","30.784526, -83.550013",2016,12000,Estimated,601,1399,0.39,0.677,0.0805,0.5,13200,Short Term
"027-0158","30.788574, -83.503383",2016,10100,Actual,574,1529,0.465,0.752,0.0882,0.6,17900,Short Term
"027-0163","30.825554, -83.638884",2016,680,Estimated,,,0,0,0.09,,780,Short Term
"027-0167","30.880787, -83.653320",2016,460,Estimated,,,0,0,0.104,0.5,500,Short Term
"027-0169","30.832180, -83.604818",2016,740,Estimated,,,0,0,0.117,0.5,830,Short Term
"027-0172","30.789420, -83.569928",2016,2880,Actual,,,0,0,0.0937,0.5,3140,Short Term
"027-0174","30.897723, -83.707728",2016,630,Estimated,,,0,0,0.112,0.5,670,Short Term
"027-0176","30.914232, -83.661264",2016,210,Actual,,,0,0,0.13,0.5,280,Short Term
"027-0178","30.917776, -83.635915",2016,490,Estimated,46,20,0,0,0.1,0.5,580,Short Term
"027-0181","30.919366, -83.608789",2016,290,Estimated,,,0,0,0.147,0.5,400,Short Term
"027-0183","30.925783, -83.552939",2016,270,Estimated,,,0,0,0.137,0.5,300,Short Term
"027-0185","30.933620, -83.511173",2016,850,Actual,,,0,0,0.251,0.5,1100,Short Term
"027-0189","30.941168, -83.495424",2016,700,Estimated,,,0,0,0.174,0.5,850,Short Term
"027-0192","30.949310, -83.461016",2016,620,Estimated,,,0,0,,,660,Short Term
"027-0194","30.883905, -83.637220",2016,290,Estimated,22,12,1.088,0.363,0.12,0.6,330,Short Term
"027-0196","30.943367, -83.643712",2016,400,Estimated,,,0,0,0.111,0.5,420,Short Term
"027-0198","31.003414, -83.671700",2016,1000,Actual,,,0,0,0.117,0.5,1180,Short Term
"027-0201","31.028227, -83.691869",2016,890,Estimated,,,0,0,0.117,0.5,1020,Short Term
"027-0203","30.961696, -83.721398",2016,1570,Actual,,,0,0,0.105,0.5,2110,Short Term
"027-0205","30.994817, -83.608737",2016,1730,Estimated,99,173,0,0,0.117,0.5,1980,Short Term
"027-0207","31.005820, -83.560434",2016,2000,Actual,,,0,0,0.108,0.5,2890,Short Term
"027-0209","31.008850, -83.526217",2016,2290,Estimated,179,185,0,0,0.107,0.5,2600,Short Term
"027-0212","31.008245, -83.492176",2016,2250,Actual,,,0,0,0.108,0.5,3290,Short Term
"027-0214","31.064942, -83.568297",2016,580,Estimated,,,0,0,0.108,0.5,640,Short Term
"027-0216","30.819831, -83.507182",2016,1580,Actual,,,0,0,0.106,0.5,1770,Short Term
"027-0218","30.851456, -83.417339",2016,2090,Estimated,,,0,0,0.114,0.5,2470,Short Term
"027-0223","30.852549, -83.351838",2016,9670,Estimated,317,501,0.138,0.277,0.106,0.6,12100,Short Term
"027-0225","30.870202, -83.406910",2016,4200,Actual,304,462,0.452,0.69,0.105,0.5,5920,Short Term
"027-0227","30.912990, -83.473047",2016,3110,Estimated,148,461,0.335,0.937,0.0899,0.6,3230,Short Term
"027-0229","30.942559, -83.491395",2016,2850,Actual,200,459,0.386,0.982,0.0988,0.6,3510,Short Term
"027-0232","30.946867, -83.501386",2016,2770,Estimated,140,428,0.451,1.09,0.0984,0.6,3530,Short Term
"027-0234","30.977551, -83.532822",2016,2200,Actual,238,504,0.955,1.273,0.0936,0.6,3260,Short Term
"027-0236","31.011315, -83.563448",2016,2410,Estimated,149,468,0.518,1.037,0.0888,0.5,2610,Short Term
"027-0238","31.033183, -83.585432",2016,2830,Actual,314,660,0.848,1.343,0.0895,0.5,3510,Short Term
"027-0241","30.669721, -83.431498",2016,620,Estimated,,,0,0,0.0963,0.5,680,Short Term
"027-0243","30.653364, -83.458388",2016,950,Estimated,,,0,0,0.0967,0.5,1110,Short Term
"027-0247","30.700223, -83.500695",2016,1000,Estimated,81,200,0,0,0.0979,0.5,1070,Short Term
"027-0249","30.746448, -83.542310",2016,1570,Actual,,,0,0,0.107,0.5,1890,Short Term
"027-0254","30.774935, -83.560508",2016,4290,Actual,,,0,0,0.0998,0.6,5610,Short Term
"027-0256","30.785866, -83.557253",2016,5520,Estimated,244,203,0,0,0.0959,0.5,6110,Short Term
"027-0258","30.824322, -83.563487",2016,1600,Estimated,121,143,0,0,0.113,0.5,1980,Short Term
"027-0261","30.876854, -83.581094",2016,1000,Estimated,,,0,0,0.0966,0.5,1310,Short Term
"027-0263","30.947657, -83.574607",2016,820,Estimated,91,156,0,0,0.1,0.5,980,Short Term
"027-0267","31.005929, -83.573672",2016,670,Estimated,,,0,0,0.0887,0.5,920,Short Term
"027-0269","30.765836, -83.700642",2016,270,Estimated,,,0,0,,,320,Short Term
"027-0272","30.786187, -83.633314",2016,200,Estimated,19,3,0,0,0.11,0.6,220,Short Term
"027-0274","30.780653, -83.591867",2016,990,Estimated,,,0,0,0.0914,0.5,1010,Short Term
"027-0278","30.785871, -83.561519",2016,430,Estimated,,,0,0,0.16,0.5,520,Short Term
"027-0281","30.795901, -83.559509",2016,780,Actual,,,0,0,0.12,0.5,940,Short Term
"027-0283","30.797583, -83.553475",2016,2950,Actual,,,0,0,0.113,0.6,4530,Short Term
"027-0285","30.715566, -83.526921",2016,490,Estimated,,,0,0,,,560,Short Term
"027-0287","30.782323, -83.557419",2016,1360,Estimated,,,0,0,0.0958,0.5,1440,Short Term
"027-0303","30.931335, -83.738889",2016,800,Estimated,,,0,0,0.102,0.5,870,Short Term
"027-0305","30.810528, -83.568096",2016,780,Actual,,,0,0,0.242,0.5,1040,Short Term
"027-0307","30.786807, -83.581111",2016,490,Actual,,,0,0,0.106,0.5,590,Short Term
"027-0309","30.773882, -83.557509",2016,220,Estimated,,,0,0,0.128,0.5,300,Short Term
"027-8001","30.860457, -83.511694",2016,,,,,,,,,,Short Term
"027-8005","30.880187, -83.502828",2016,,,,,,,,,,Short Term
"027-8007","30.898622, -83.715093",2016,,,,,,,,,,Short Term
"027-8011","30.713911, -83.537228",2016,,,0,0,,,,,,Short Term
"027-8013","30.672349, -83.594399",2016,,,,,,,,,,Short Term
"027-8017","31.013881, -83.497433",2016,,,,,,,,,,Short Term
"027-8019","30.849224, -83.725041",2016,310,Actual,,,0,0,0.0961,0.5,440,Short Term
"027-8023","30.995650, -83.587728",2016,,,,,,,,,,Short Term
"027-8025","31.040845, -83.569509",2016,,,,,,,,,,Short Term
"027-8029","30.796104, -83.557962",2016,160,Estimated,,,0,0,,,170,Short Term
"027-8031","30.789390, -83.557957",2016,260,Estimated,,,0,0,,,280,Short Term
"027-8035","30.782578, -83.566406",2016,490,Estimated,,,0,0,,,540,Short Term
"027-8037","30.782681, -83.558913",2016,320,Estimated,,,0,0,0.18,0.5,380,Short Term
"027-8041","30.858327, -83.464726",2016,240,Estimated,,,0,0,0.1,,450,Short Term
"027-8042","30.839708, -83.541880",2016,,,,,,,,,,Short Term
"027-8043","30.765447, -83.734026",2016,,,,,,,,,,Short Term
"027-8045","30.782987, -83.724976",2016,50,Estimated,,,0,0,,,60,Short Term
"027-8046","30.731422, -83.734790",2016,,,,,,,,,,Short Term
"027-8048","30.680541, -83.594021",2016,,,,,,,,,,Short Term
"027-8050","30.933757, -83.663725",2016,,,,,,,,,,Short Term
"027-8052","30.987815, -83.661025",2016,,,,,,,,,,Short Term
"027-8053","30.936805, -83.709902",2016,320,Estimated,,,0,0,0.114,0.5,390,Short Term
"027-8054","30.949603, -83.718951",2016,330,Estimated,,,0,0,,,380,Short Term
"027-8056","30.956383, -83.483098",2016,,,,,,,,,,Short Term
"027-8058","30.965420, -83.491958",2016,340,Estimated,,,0,0,0.111,0.5,390,Short Term
"027-8059","30.983814, -83.499642",2016,,,,,,,,,,Short Term
"027-8061","30.834384, -83.724941",2016,230,Estimated,,,0,0,,,270,Short Term
"027-8062","30.815180, -83.700918",2016,260,Estimated,,,0,0,0.135,0.5,470,Short Term
"027-8063","30.799755, -83.717090",2016,60,Estimated,,,0,0,0.139,0.5,80,Short Term
"027-8066","30.974439, -83.596522",2016,80,Estimated,,,0,0,,,100,Short Term
"027-8067","31.028980, -83.601888",2016,,,,,,,,,,Short Term
"027-8068","30.799542, -83.517418",2016,390,Estimated,,,0,0,0.161,0.5,650,Short Term
"027-8069","30.969677, -83.724083",2016,250,Estimated,,,0,0,0.115,0.5,420,Short Term
"027-8073","30.999327, -83.648297",2016,160,Estimated,,,0,0,0.0932,0.5,190,Short Term
"027-8074","30.938084, -83.500170",2016,110,Estimated,8,2,0,0,0.2,0.6,170,Short Term
"029-0101","31.891838, -81.380112",2016,20000,Estimated,765,1144,0.203,0.203,0.0892,0.6,25300,Short Term
"029-0105","31.933709, -81.322722",2016,20000,Actual,876,274,0.28,0.085,0.0987,0.5,23300,Short Term
"029-0109","31.955039, -81.308157",2016,23100,Estimated,677,261,0.223,0.062,0.0995,0.6,29300,Short Term
"029-0112","32.199486, -81.443262",2016,4630,Actual,290,584,0,0,0.0994,0.5,6590,Short Term
"029-0114","32.192963, -81.424559",2016,9590,Estimated,472,1987,0,0,0.103,0.5,11000,Short Term
"029-0116","32.142575, -81.720696",2016,3650,Estimated,231,430,0.6,0.929,0.107,0.7,4180,Short Term
"029-0121","32.138548, -81.662859",2016,4440,Estimated,258,434,0.633,0.539,0.0953,0.6,4980,Short Term
"029-0125","32.135379, -81.617214",2016,8870,Estimated,493,751,0,0,0.0967,0.5,10600,Short Term
"029-0127","32.134497, -81.604892",2016,7680,Estimated,396,597,0.624,0.352,0.103,0.5,9130,Short Term
"029-0129","32.130744, -81.550991",2016,8190,Actual,463,597,0.476,0.476,0.0999,0.6,9070,Short Term
"029-0132","32.151512, -81.513807",2016,5380,Estimated,309,386,0.348,0.329,0.0988,0.6,7060,Short Term
"029-0134","32.172047, -81.478436",2016,9680,Actual,486,563,0.496,0.393,0.0965,0.7,11000,Short Term
"029-0136","32.188486, -81.448661",2016,8060,Estimated,362,1769,0,0,0.104,0.5,10900,Short Term
"029-0138","32.135243, -81.623067",2016,440,Estimated,,,0,0,0.133,0.5,580,Short Term
"029-0141","32.138183, -81.624473",2016,1110,Actual,,,0,0,0.114,0.5,1370,Short Term
"029-0143","32.155243, -81.637037",2016,2560,Estimated,117,153,0.529,0.569,0.102,0.6,3570,Short Term
"029-0145","32.143915, -81.625573",2016,3120,Actual,84,207,0.16,0.256,0.0957,0.6,3990,Short Term
"029-0147","32.131485, -81.622103",2016,410,Estimated,20,2,0,0,0.161,0.5,520,Short Term
"029-0149","32.124033, -81.619335",2016,200,Estimated,23,2,0,0,0.109,0.5,230,Short Term
"029-0152","32.119793, -81.623895",2016,2090,Actual,95,96,0.431,0.191,0.107,0.7,3840,Short Term
"029-0156","32.130282, -81.623052",2016,2220,Estimated,121,140,0.328,0.281,0.116,0.7,2740,Short Term
"029-0158","32.137802, -81.621581",2016,3420,Actual,172,335,0,0,0.0975,0.5,4010,Short Term
"029-0161","32.141206, -81.619033",2016,2290,Estimated,,,0,0,0.156,0.5,2660,Short Term
"029-0163","32.165504, -81.599019",2016,2010,Actual,58,46,0,0,0.107,0.5,2440,Short Term
"029-0165","32.190024, -81.570556",2016,1340,Estimated,54,44,0,0,0.138,0.5,1620,Short Term
"029-0167","31.887255, -81.255201",2016,1960,Estimated,,,0,0,0.118,0.5,2420,Short Term
"029-0169","31.839248, -81.253691",2016,3250,Actual,162,82,0,0,0.106,0.5,5440,Short Term
"029-0172","31.849294, -81.255216",2016,5600,Estimated,263,88,0,0,0.122,0.5,7480,Short Term
"029-0174","31.915624, -81.282137",2016,16900,Actual,,,0,0,0.106,0.5,22200,Short Term
"029-0176","31.939893, -81.304758",2016,22200,Estimated,,,0,0,0.111,0.7,24600,Short Term
"029-0181","31.963989, -81.338411",2016,6360,Actual,256,226,0.346,0.126,0.106,0.7,12900,Short Term
"029-0185","32.129040, -81.530748",2016,3050,Actual,187,153,0,0,0.114,0.5,3320,Short Term
"029-0187","32.129451, -81.476920",2016,3290,Estimated,180,153,0,0,0.103,0.5,3680,Short Term
"029-0192","32.159700, -81.433100",2016,31600,Calculated,0,0,0,0,0,0,34500,Short Term
"029-0194","31.876500, -81.330700",2016,56000,Calculated,0,0,0,0,0,0,64700,Short Term
"029-0196","31.944000, -81.335800",2016,68400,Calculated,0,0,0,0,0,0,77200,Short Term
"029-0198","31.970800, -81.317900",2016,74900,Estimated,,,0,0,,,88200,Short Term
"029-0201","32.200481, -81.438897",2016,2740,Estimated,,,0,0,0.122,0.5,3000,Short Term
"029-0203","32.146126, -81.748607",2016,500,Actual,,,0,0,0.141,0.5,580,Short Term
"029-0205","32.139197, -81.489555",2016,1700,Estimated,70,20,0,0,0.11,0.5,2050,Short Term
"029-0207","32.169835, -81.502100",2016,2330,Estimated,,,0,0,0.133,0.5,2370,Short Term
"029-0209","32.186905, -81.569256",2016,740,Estimated,,,0,0,,,780,Short Term
"029-0212","32.183261, -81.544873",2016,180,Estimated,,,0,0,0.18,,270,Short Term
"029-0214","32.144101, -81.621144",2016,1540,Estimated,,,0,0,0.0933,0.5,1700,Short Term
"029-0216","32.171200, -81.618800",2016,730,Estimated,,,0,0,,,1050,Short Term
"029-0223","31.898539, -81.362632",2016,2810,Estimated,,,0,0,0.149,0.5,3070,Short Term
"029-0225","31.857315, -81.258392",2016,2360,Actual,,,0,0,0.156,0.5,3820,Short Term
"029-0227","31.842750, -81.255861",2016,2610,Estimated,,,0,0,,,3950,Short Term
"029-7040","31.928162, -81.301466",2016,4850,Actual,,,0,0,0.13,0.5,5200,Short Term
"029-8003","32.124109, -81.503238",2016,160,Estimated,16,4,0,0,,,190,Short Term
"029-8007","32.138588, -81.697270",2016,130,Actual,,,0,0,0.207,0.5,200,Short Term
"029-8011","32.121568, -81.506079",2016,210,Estimated,,,0,0,,,270,Short Term
"029-8013","31.933139, -81.304980",2016,140,Estimated,,,0,0,,,260,Short Term
"029-8014","32.159910, -81.432467",2016,,,,,,,,,,Short Term
"029-8015","32.176700, -81.483600",2016,1170,Estimated,45,17,0,0,,,1430,Short Term
"029-8016","32.201100, -81.489000",2016,450,Estimated,22,10,0,0,,,570,Short Term
"029-8017","32.147663, -81.510356",2016,1470,Estimated,,,0,0,0.128,0.5,1970,Short Term
"029-8018","32.131373, -81.638632",2016,510,Estimated,30,4,0,0,0.142,0.5,780,Short Term
"029-8019","32.132200, -81.689500",2016,140,Estimated,11,5,0,0,,,200,Short Term
"029-8020","31.918416, -81.307724",2016,3320,Estimated,,,0,0,,,3900,Short Term
"029-8021","31.911923, -81.302206",2016,4260,Estimated,,,0,0,0.186,0.5,7430,Short Term
"029-r001","31.924758, -81.329554",2016,3150,Estimated,,,0,0,0.139,,3220,Short Term
"029-r002","31.926865, -81.330135",2016,8510,Estimated,,,0,0,0.109,,10100,Short Term
"029-r005","31.958458, -81.330173",2016,2600,Estimated,,,0,0,0.0694,,4690,Short Term
"029-r006","31.961487, -81.327148",2016,9340,Estimated,,,0,0,0.0956,,11800,Short Term
"029-r201","32.182620, -81.462593",2016,2130,Estimated,,,0,0,0.136,,3820,Short Term
"029-r202","32.179573, -81.459076",2016,3310,Estimated,,,0,0,0.177,,3910,Short Term
"029-r601","31.925997, -81.331976",2016,9040,Estimated,,,0,0,0.136,,11200,Short Term
"029-r602","31.923396, -81.329882",2016,1960,Estimated,,,0,0,0.192,,2190,Short Term
"029-r605","31.961784, -81.327710",2016,10600,Estimated,,,0,0,0.0955,,18400,Short Term
"029-r606","31.958581, -81.330975",2016,3470,Estimated,,,0,0,0.105,,6560,Short Term
"029-r801","32.179821, -81.457756",2016,3430,Estimated,,,0,0,0.177,,3930,Short Term
"029-r802","32.182888, -81.461398",2016,2670,Estimated,,,0,0,0.108,,3660,Short Term
"031-0101","32.243797, -81.702121",2016,2870,Estimated,108,133,0.508,0.254,0.0906,0.6,3300,Short Term
"031-0103","32.260500, -81.716400",2016,,,,,,,,,,Short Term
"031-0105","32.311689, -81.731079",2016,9590,Estimated,,,0,0,0.0897,0.5,15900,Short Term
"031-0107","32.370988, -81.742919",2016,9110,Estimated,392,199,0,0,0.0956,0.5,12600,Short Term
"031-0109","32.402600, -81.759900",2016,,,,,,,,,,Short Term
"031-0112","32.421106, -81.772759",2016,15000,Estimated,278,51,0,0,0.0969,0.5,20500,Short Term
"031-0114","32.425381, -81.775748",2016,23500,Estimated,367,56,0.131,0.018,0.0871,0.5,32200,Short Term
"031-0116","32.432779, -81.780917",2016,25400,Estimated,325,99,0,0,0.0902,0.5,26300,Short Term
"031-0118","32.436151, -81.783138",2016,11200,Estimated,,,0,0,0.0877,0.5,12100,Short Term
"031-0121","32.440194, -81.784298",2016,16900,Estimated,1463,181,0,0,0.0855,0.5,17100,Short Term
"031-0123","32.444869, -81.783821",2016,19500,Estimated,,,0,0,0.0814,0.5,20600,Short Term
"031-0125","32.446638, -81.783632",2016,14800,Estimated,413,149,0.168,0.042,0.0779,0.6,16000,Short Term
"031-0127","32.450214, -81.783287",2016,14900,Estimated,,,0,0,0.0805,0.5,19200,Short Term
"031-0129","32.453744, -81.783500",2016,11500,Estimated,1330,176,0.926,0.063,0.0806,0.6,12500,Short Term
"031-0132","32.455262, -81.784635",2016,15900,Estimated,554,147,0.189,0.026,0.0844,0.5,17700,Short Term
"031-0134","32.455196, -81.785823",2016,17100,Estimated,,,0,0,0.107,0.6,18700,Short Term
"031-0136","32.458197, -81.790384",2016,15100,Estimated,542,257,0.199,0.096,0.0892,0.6,16600,Short Term
"031-0138","32.462757, -81.791827",2016,12400,Estimated,,,0,0,0.083,0.7,13200,Short Term
"031-0141","32.475961, -81.801013",2016,11000,Estimated,465,345,0.423,0.226,0.1,0.6,12400,Short Term
"031-0143","32.506592, -81.825108",2016,12300,Estimated,428,688,0,0,0.0721,0.6,16900,Short Term
"031-0145","32.556187, -81.873713",2016,6010,Estimated,276,628,0.291,0.528,0.0802,0.6,7050,Short Term
"031-0147","32.585653, -81.891508",2016,5750,Estimated,230,741,0.199,0.742,0.0774,0.6,7590,Short Term
"031-0149","32.216020, -81.768804",2016,440,Estimated,,,0,0,0.11,0.5,530,Short Term
"031-0152","32.279683, -81.757648",2016,930,Estimated,,,0,0,,,1000,Short Term
"031-0154","32.348922, -81.771137",2016,1250,Actual,,,0,0,0.12,0.5,1440,Short Term
"031-0156","32.404849, -81.744158",2016,4720,Estimated,,,0,0,0.1,0.5,5290,Short Term
"031-0158","32.264549, -81.806597",2016,840,Estimated,,,0,0,,,940,Short Term
"031-0161","32.274547, -81.741812",2016,1680,Estimated,,,0,0,0.156,0.5,2020,Short Term
"031-0163","32.280546, -81.730212",2016,1940,Estimated,,,0,0,0.108,0.5,3360,Short Term
"031-0165","32.300868, -81.705946",2016,1610,Estimated,,,0,0,,,1780,Short Term
"031-0167","32.358637, -81.684693",2016,2470,Estimated,,,0,0,0.15,,2820,Short Term
"031-0169","32.413584, -81.640946",2016,2190,Estimated,,,0,0,0.112,0.5,2510,Short Term
"031-0172","32.463462, -81.618258",2016,380,Estimated,,,0,0,,,410,Short Term
"031-0174","32.522246, -81.666317",2016,260,Estimated,,,0,0,0.1,,290,Short Term
"031-0176","32.568964, -81.753002",2016,370,Estimated,,,0,0,0.103,0.5,440,Short Term
"031-0178","32.615217, -81.813426",2016,480,Estimated,,,0,0,0.112,0.5,540,Short Term
"031-0181","32.639943, -81.845615",2016,290,Actual,,,0,0,0.104,0.5,400,Short Term
"031-0183","32.292751, -81.874442",2016,7680,Estimated,367,728,0,0,0.097,0.5,8530,Short Term
"031-0185","32.347233, -81.867213",2016,12500,Estimated,533,1039,0,0,0.0816,0.5,15100,Short Term
"031-0189","32.407968, -81.808620",2016,21400,Estimated,841,844,0.275,0.242,0.0774,0.6,24800,Short Term
"031-0192","32.423990, -81.791483",2016,17400,Estimated,406,280,0.092,0.061,0.102,0.6,18500,Short Term
"031-0194","32.429746, -81.785917",2016,19500,Estimated,447,242,0.154,0.069,0.0867,0.5,20100,Short Term
"031-0196","32.436203, -81.784711",2016,10300,Estimated,,,0,0,0.0825,0.5,10900,Short Term
"031-0200","32.458324, -81.780356",2016,6800,Estimated,315,121,0.441,0.091,0.0851,0.5,7630,Short Term
"031-0202","32.470379, -81.758906",2016,10400,Estimated,366,369,0,0,0.0923,0.7,13100,Short Term
"031-0206","32.485887, -81.747513",2016,9010,Estimated,299,292,0.252,0.195,0.0837,0.6,10700,Short Term
"031-0208","32.523129, -81.732385",2016,6530,Estimated,181,345,0.146,0.342,0.0925,0.6,7760,Short Term
"031-0210","32.556397, -81.718463",2016,6100,Estimated,192,272,0.222,0.171,0.0851,0.6,7240,Short Term
"031-0212","32.323236, -81.914942",2016,820,Estimated,,,0,0,0.0897,0.5,930,Short Term
"031-0214","32.397029, -81.791002",2016,7510,Estimated,,,0,0,0.0879,0.5,11400,Short Term
"031-0216","32.284828, -81.904279",2016,330,Actual,23,7,0.303,0,0.121,0.7,400,Short Term
"031-0225","32.370948, -81.904948",2016,3700,Estimated,182,127,0,0,0.0896,0.5,4010,Short Term
"031-0227","32.361884, -81.878505",2016,5110,Estimated,,,0,0,0.0825,0.5,5720,Short Term
"031-0229","32.330693, -81.807326",2016,1740,Estimated,,,0,0,0.107,0.5,1970,Short Term
"031-0232","32.285689, -81.744278",2016,1960,Estimated,,,0,0,0.085,0.5,2020,Short Term
"031-0234","32.277206, -81.728093",2016,1660,Estimated,125,143,0,0,0.139,0.7,1730,Short Term
