Station ID,Lat/Long,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"021-8143","32.866700, -83.667600",2016,90,Estimated,,,0,0,,,110,Short Term
"021-8145","32.871228, -83.691605",2016,3600,Estimated,,,0,0,0.105,0.5,5960,Short Term
"021-8148","32.706040, -83.709572",2016,1870,Estimated,,,0,0,,,2780,Short Term
"021-8149","32.856617, -83.843202",2016,310,Estimated,,,0,0,0.101,0.5,350,Short Term
"021-8150","32.872217, -83.781561",2016,4170,Estimated,,,0,0,,,6120,Short Term
"021-8151","32.901245, -83.780404",2016,1610,Estimated,,,0,0,0.11,0.5,2910,Short Term
"021-8153","32.781835, -83.677669",2016,140,Estimated,,,0,0,0.13,,200,Short Term
"021-8154","32.873896, -83.658489",2016,320,Estimated,,,0,0,0.118,0.5,380,Short Term
"021-8155","32.824613, -83.502555",2016,300,Estimated,,,0,0,,,350,Short Term
"021-8157","32.780700, -83.573500",2016,40,Estimated,,,0,0,,,50,Short Term
"021-8158","32.779223, -83.693134",2016,240,Estimated,,,0,0,0.153,0.5,290,Short Term
"021-8159","32.705814, -83.652433",2016,1520,Estimated,108,52,0,0,,,1780,Short Term
"021-8160","32.874166, -83.759859",2016,6080,Estimated,,,0,0,0.115,0.5,11100,Short Term
"021-8161","32.863054, -83.753249",2016,6440,Estimated,108,12,0,0,0.12,0.7,11900,Short Term
"021-8163","32.923904, -83.708717",2016,2220,Estimated,,,0,0,,,4170,Short Term
"021-8164","32.797171, -83.563018",2016,4270,Estimated,,,0,0,0.1,,7770,Short Term
"021-8165","32.748030, -83.777654",2016,890,Estimated,,,0,0,0.113,0.5,1640,Short Term
"021-8166","32.764138, -83.811113",2016,270,Estimated,,,0,0,,,290,Short Term
"021-8167","32.926593, -83.759331",2016,80,Estimated,,,0,0,0.145,0.5,150,Short Term
"021-8168","32.772990, -83.556690",2016,360,Estimated,12,9,0,0,0.09,0.7,410,Short Term
"021-8169","32.888022, -83.812175",2016,2540,Estimated,54,4,0,0,0.118,0.5,3040,Short Term
"021-8170","32.712320, -83.653459",2016,800,Estimated,,,0,0,0.109,0.5,1440,Short Term
"021-8171","32.871878, -83.612897",2016,1020,Estimated,,,0,0,0.09,,1370,Short Term
"021-8172","32.844100, -83.643000",2016,220,Estimated,,,0,0,,,380,Short Term
"021-8173","32.842900, -83.640500",2016,150,Estimated,,,0,0,,,180,Short Term
"021-8174","32.844700, -83.641700",2016,130,Estimated,,,0,0,,,160,Short Term
"021-8175","32.860298, -83.654612",2016,320,Estimated,,,0,0,0.148,0.5,470,Short Term
"021-8176","32.829100, -83.654600",2016,890,Estimated,,,0,0,,,1070,Short Term
"021-8178","32.831400, -83.681800",2016,7350,Estimated,148,6,0,0,,,8850,Short Term
"021-8179","32.833287, -83.680797",2016,790,Estimated,,,0,0,0.1,,1490,Short Term
"021-8180","32.886178, -83.689705",2016,230,Estimated,,,0,0,0.1,,280,Short Term
"021-8181","32.816500, -83.653500",2016,1920,Estimated,,,0,0,,,2310,Short Term
"021-8182","32.814817, -83.650013",2016,740,Estimated,,,0,0,0.135,0.5,780,Short Term
"021-r001","32.739479, -83.721328",2016,1730,Estimated,,,0,0,0.11,,2730,Short Term
"021-r002","32.745736, -83.716951",2016,6560,Estimated,,,0,0,0.123,,7450,Short Term
"021-r003","32.754907, -83.708174",2016,3840,Actual,,,0,0,0.181,0,4780,Short Term
"021-r005","32.712565, -83.730647",2016,1000,,,,,,,,,Short Term
"021-r006","32.716825, -83.729335",2016,1000,,,,,,,,,Short Term
"021-R007","32.786310, -83.670287",2016,2310,Estimated,,,0,0,0.127,,2350,Short Term
"021-r008","32.789797, -83.667111",2016,9780,Estimated,,,0,0,0.102,,10800,Short Term
"021-r010","32.792302, -83.665924",2016,4490,Estimated,,,0,0,0.0783,,4970,Short Term
"021-r013","32.811162, -83.655783",2016,2530,Estimated,,,0,0,0.159,,2650,Short Term
"021-r014","32.813368, -83.655585",2016,7650,Estimated,,,0,0,0.093,,7980,Short Term
"021-r015","32.823578, -83.655910",2016,3070,Estimated,,,0,0,0.121,,3590,Short Term
"021-r016","32.824658, -83.656043",2016,6770,Estimated,,,0,0,0.0793,,7460,Short Term
"021-r018","32.827251, -83.656279",2016,2440,Estimated,,,0,0,0.13,,3920,Short Term
"021-r019","32.838363, -83.647838",2016,6540,Estimated,,,0,0,0.169,,7500,Short Term
"021-R020","32.841941, -83.644766",2016,6840,Estimated,,,0,0,0.122,,7410,Short Term
"021-R029","32.901484, -83.684797",2016,9470,Estimated,,,0,0,0.112,,10400,Short Term
"021-r030","32.904761, -83.688231",2016,2400,Estimated,,,0,0,0.11,,2880,Short Term
"021-r033","32.918621, -83.710122",2016,6950,Estimated,,,0,0,0.101,,12500,Short Term
"021-r034","32.917334, -83.706248",2016,2140,Estimated,,,0,0,0.113,,3370,Short Term
"021-r035","32.926684, -83.727636",2016,5250,Estimated,,,0,0,0.128,,6260,Short Term
"021-R036","32.929930, -83.734230",2016,1910,Estimated,,,0,0,0.129,,3380,Short Term
"021-r101","32.806951, -83.724046",2016,4330,Estimated,,,0,0,0.0933,,5080,Short Term
"021-r102","32.811305, -83.725624",2016,4840,Estimated,,,0,0,0.0986,,5470,Short Term
"021-r105","32.831687, -83.732136",2016,3730,Estimated,,,0,0,,,3940,Short Term
"021-r106","32.834664, -83.733282",2016,3330,Estimated,,,0,0,,,3970,Short Term
"021-r109","32.877902, -83.766384",2016,6460,Estimated,,,0,0,0.109,,7730,Short Term
"021-r110","32.881999, -83.769440",2016,2160,Estimated,,,0,0,0.0998,,2390,Short Term
"021-r151","32.730083, -83.656187",2016,2130,Estimated,,,0,0,0.116,,2430,Short Term
"021-r152","32.727997, -83.655258",2016,60,Estimated,,,0,0,0.171,,70,Short Term
"021-r153","32.757690, -83.662320",2016,5400,Estimated,,,0,0,0.14,,6150,Short Term
"021-r154","32.755598, -83.661368",2016,590,Estimated,,,0,0,0.163,,720,Short Term
"021-r162","32.840281, -83.626922",2016,470,Estimated,,,0,0,0.178,,530,Short Term
"021-r201","32.848197, -83.627882",2016,18600,Estimated,,,0,0,0.087,,20100,Short Term
"021-r202","32.845345, -83.625696",2016,780,Estimated,,,0,0,0.103,,850,Short Term
"021-r205","32.840117, -83.620603",2016,7580,Estimated,,,0,0,0.147,,11000,Short Term
"021-r206","32.839205, -83.619043",2016,2490,Estimated,,,0,0,0.11,,2770,Short Term
"021-r207","32.800793, -83.571179",2016,6970,Actual,,,0,0,0.194,0,7590,Short Term
"021-r208","32.797300, -83.568539",2016,1160,Actual,,,0,0,0.235,0,1500,Short Term
"021-r403","32.854392, -83.636304",2016,22000,Estimated,,,0,0,0.0964,,25300,Short Term
"021-r504","32.855490, -83.637049",2016,23100,Estimated,,,0,0,0.0987,,26000,Short Term
"021-r601","32.759030, -83.708401",2016,4720,Estimated,,,0,0,0.178,,6190,Short Term
"021-r602","32.743155, -83.720257",2016,1950,Estimated,,,0,0,0.104,,2720,Short Term
"021-r605","32.715038, -83.730669",2016,1000,,,,,,,,,Short Term
"021-r606","32.712686, -83.731719",2016,1000,,,,,,,,,Short Term
"021-r607","32.787923, -83.669008",2016,8820,Estimated,,,0,0,0.113,,9850,Short Term
"021-r608","32.786537, -83.670760",2016,2560,Estimated,,,0,0,0.0999,,2740,Short Term
"021-r609","32.792324, -83.666739",2016,4490,Estimated,,,0,0,0.0988,,5090,Short Term
"021-R613","32.816590, -83.656015",2016,8460,Estimated,,,0,0,0.0971,,9040,Short Term
"021-R614","32.811432, -83.656359",2016,2600,Estimated,,,0,0,0.167,,2680,Short Term
"021-r616","32.824103, -83.657479",2016,2350,Estimated,,,0,0,0.107,,3660,Short Term
"021-r617","32.827567, -83.657664",2016,8710,Estimated,,,0,0,0.0873,,9800,Short Term
"021-r618","32.826898, -83.658308",2016,1750,Estimated,,,0,0,0.18,,2060,Short Term
"021-r619","32.843266, -83.644444",2016,5920,Estimated,,,0,0,0.163,,7190,Short Term
"021-R620","32.839391, -83.647751",2016,7630,Estimated,,,0,0,0.152,,8250,Short Term
"021-r625","32.875826, -83.664168",2016,1400,Estimated,,,0,0,,,1520,Short Term
"021-r626","32.871266, -83.660321",2016,5380,Estimated,,,0,0,,,5910,Short Term
"021-r629","32.904503, -83.688920",2016,1940,Estimated,,,0,0,0.0875,,2050,Short Term
"021-r630","32.901069, -83.685179",2016,8090,Estimated,,,0,0,0.101,,9130,Short Term
"021-r633","32.919419, -83.707486",2016,2740,Estimated,,,0,0,0.0869,,4060,Short Term
"021-r634","32.920368, -83.711081",2016,6890,Estimated,,,0,0,0.0944,,10900,Short Term
"021-r635","32.929360, -83.734279",2016,2070,Estimated,,,0,0,0.107,,2480,Short Term
"021-r636","32.926227, -83.728022",2016,5830,Estimated,,,0,0,0.141,,10100,Short Term
"021-r701","32.812628, -83.727388",2016,3960,Estimated,,,0,0,0.0928,,4430,Short Term
"021-r702","32.806667, -83.724508",2016,5230,Estimated,,,0,0,0.112,,5630,Short Term
"021-r705","32.834826, -83.734731",2016,3660,Estimated,,,0,0,0.0942,,4440,Short Term
"021-r706","32.831730, -83.733427",2016,4510,Estimated,,,0,0,0.0907,,4890,Short Term
"021-r709","32.881329, -83.771239",2016,2130,Estimated,,,0,0,0.0991,,2340,Short Term
"021-r710","32.877765, -83.767919",2016,5750,Estimated,,,0,0,0.101,,6540,Short Term
"021-r712","32.757400, -83.711300",2016,4290,Actual,,,0,0,0.121,0,8420,Short Term
"021-r714","32.759600, -83.709500",2016,4610,Estimated,76,110,0,0,0.105,,7690,Short Term
"021-r801","32.844807, -83.623887",2016,1210,Estimated,,,0,0,0.111,,1320,Short Term
"021-r802","32.847143, -83.626419",2016,22200,Estimated,,,0,0,0.116,,24100,Short Term
"021-r804","32.848968, -83.627790",2016,18800,Estimated,,,0,0,0.0916,,21000,Short Term
"021-r805","32.838282, -83.615761",2016,1770,Estimated,,,0,0,0.0994,,1820,Short Term
"021-r806","32.840515, -83.619925",2016,7280,Estimated,,,0,0,0.125,,8020,Short Term
"021-r807","32.799065, -83.567218",2016,810,Estimated,,,0,0,,,920,Short Term
"021-r808","32.801880, -83.570097",2016,7340,Actual,,,0,0,0.162,0,7830,Short Term
"021-r994","32.875475, -83.662969",2016,5300,,,,,,,,,Short Term
"021-r995","32.876025, -83.663538",2016,1950,,,,,,,,,Short Term
"021-r996","32.857719, -83.639850",2016,20300,,,,,,,,,Short Term
"021-r997","32.857680, -83.641151",2016,20500,,,,,,,,,Short Term
"021-r998","32.756557, -83.709430",2016,24760,,,,,,,,,Short Term
"021-r999","32.754939, -83.711737",2016,29200,,,,,,,,,Short Term
"023-0101","32.349329, -83.395443",2016,4400,Actual,456,675,0.795,0.864,0.0798,1,4570,Short Term
"023-0103","32.365889, -83.379738",2016,4660,Estimated,305,674,0.333,0.843,0.0831,1,5140,Short Term
"023-0105","32.377600, -83.365100",2016,4250,Estimated,317,590,0.564,0.541,0.0947,1,4960,Short Term
"023-0107","32.382296, -83.359682",2016,6940,Estimated,405,746,0.372,0.536,0.0865,1,7860,Short Term
"023-0109","32.385957, -83.355484",2016,8430,Actual,,,0,0,0.0939,0.5,10700,Short Term
"023-0112","32.387155, -83.354061",2016,8420,Estimated,,,0,0,0.0862,0.5,9900,Short Term
"023-0114","32.388821, -83.352117",2016,9180,Actual,,,0,0,0.0912,0.5,12400,Short Term
"023-0116","32.391041, -83.349503",2016,8790,Estimated,495,959,0.576,1.117,0.0948,1,10500,Short Term
"023-0118","32.394863, -83.345016",2016,8790,Actual,994,699,1.183,0.546,0.0875,1,9570,Short Term
"023-0119","32.399229, -83.339883",2016,8140,Estimated,437,696,0.457,0.521,0.0959,1,15000,Short Term
"023-0121","32.407252, -83.328212",2016,5350,Actual,511,625,1.551,0.729,0.121,1,5600,Short Term
"023-0123","32.425855, -83.310252",2016,4090,Estimated,297,613,0.611,1.018,0.0903,1,6340,Short Term
"023-0125","32.459233, -83.254426",2016,2890,Actual,264,554,0.623,1.107,0.0802,1,3090,Short Term
"023-0127","32.473298, -83.225654",2016,2590,Estimated,205,570,0.201,0.844,0.0804,1,3370,Short Term
"023-0128","32.328555, -83.290971",2016,4860,Actual,284,178,0.576,0.123,0.0891,1,5010,Short Term
"023-0129","32.367910, -83.324951",2016,6380,Estimated,641,208,1.005,0.211,0.0983,0.6,7110,Short Term
"023-0134","32.379404, -83.346342",2016,2870,Estimated,109,46,0.36,0.072,0.0869,1,3440,Short Term
"023-0136","32.381992, -83.349334",2016,4190,Actual,150,61,0.31,0.191,0.0843,1,4840,Short Term
"023-0138","32.384773, -83.352591",2016,4300,Estimated,341,65,0.986,0.144,0.0905,1,4710,Short Term
"023-0141","32.388229, -83.356642",2016,5130,Actual,,,0,0,0.0923,0.5,6690,Short Term
"023-0143","32.390718, -83.359465",2016,5420,Estimated,507,179,0.877,0.21,0.0944,1,6500,Short Term
"023-0147","32.398702, -83.360524",2016,5330,Estimated,447,124,0.873,0.116,0.0926,1,5430,Short Term
"023-0152","32.413438, -83.356764",2016,,,,,,,,,,Short Term
"023-0154","32.434903, -83.374268",2016,7930,Estimated,492,336,0.43,0.222,0.0915,0.7,8630,Short Term
"023-0156","32.447830, -83.379722",2016,6910,Actual,399,242,0.449,0.174,0.094,0.7,7210,Short Term
"023-0158","32.483376, -83.396091",2016,6020,Estimated,289,223,0.432,0.208,0.0956,0.7,6780,Short Term
"023-0161","32.381353, -83.347355",2016,2460,Estimated,,,0,0,0.106,0.5,2950,Short Term
"023-0163","32.383079, -83.348322",2016,1000,Actual,25,6,0.4,0.4,0.111,1,1010,Short Term
"023-0165","32.385132, -83.350752",2016,1460,Actual,51,5,0.205,0,0.107,1,1730,Short Term
"023-0169","32.389384, -83.355761",2016,2020,Estimated,,,0,0,0.113,0.5,2100,Short Term
"023-0172","32.390255, -83.356792",2016,1260,Actual,57,14,0.794,0.079,0.112,1,1530,Short Term
"023-0174","32.391604, -83.358759",2016,890,Actual,39,15,0.787,0,0.129,1,1220,Short Term
"023-0176","32.491175, -83.333792",2016,1210,Estimated,73,81,0.957,0.609,0.0944,1,1330,Short Term
"023-0181","32.539378, -83.276281",2016,1140,Actual,64,70,0.351,0.526,0.105,1,1180,Short Term
"023-0183","32.567485, -83.242681",2016,1290,Estimated,117,118,0.408,0.653,0.0838,1,1390,Short Term
"023-0185","32.576686, -83.235580",2016,1420,Actual,120,114,0.775,0.563,0.0849,1,1700,Short Term
"023-0187","32.399457, -83.431396",2016,210,Estimated,27,10,2.505,0.501,0.0907,1,250,Short Term
"023-0189","32.396767, -83.371012",2016,420,Actual,36,19,1.429,0,0.106,1,490,Short Term
"023-0194","32.391800, -83.360800",2016,730,Estimated,,,0,0,0.09,,810,Short Term
"023-0196","32.397820, -83.325387",2016,3270,Estimated,157,45,0.157,0.157,0.107,1,3820,Short Term
"023-0198","32.400206, -83.300230",2016,2340,Actual,100,24,0.214,0.171,0.0932,1,2810,Short Term
"023-0201","32.396169, -83.283805",2016,1590,Estimated,68,26,0.331,0.066,0.0951,1,1780,Short Term
"023-0203","32.410133, -83.232954",2016,900,Estimated,28,21,0.245,0.123,0.109,1,1070,Short Term
"023-0205","32.313230, -83.349963",2016,1400,Estimated,224,154,1.278,0.601,0.0871,1,1420,Short Term
"023-0209","32.328886, -83.322476",2016,1590,Actual,114,166,0.566,0.377,0.0933,1,1910,Short Term
"023-0210","32.346800, -83.300700",2016,450,Estimated,,,0,0,,,540,Short Term
"023-0212","32.477743, -83.268490",2016,240,Estimated,22,3,0,0,0.0916,1,250,Short Term
"023-0214","32.509034, -83.229905",2016,240,Actual,10,6,0.417,0,0.113,1,270,Short Term
"023-0218","32.574000, -83.241800",2016,24400,Calculated,0,0,0,0,0,0,29100,Short Term
"023-0221","32.570400, -83.227000",2016,22100,Estimated,,,0,0,,,26200,Short Term
"023-0223","32.332600, -83.354900",2016,,,,,,,,,,Short Term
"023-0225","32.359431, -83.360055",2016,630,Estimated,,,0,0,0.1,,640,Short Term
"023-0227","32.376700, -83.358300",2016,1120,Estimated,,,0,0,,,1220,Short Term
"023-0229","32.379400, -83.359200",2016,770,Estimated,,,0,0,,,830,Short Term
"023-0234","32.503517, -83.368320",2016,530,Estimated,,,0,0,0.11,,550,Short Term
"023-0236","32.521936, -83.217697",2016,150,Actual,,,0,0,0.133,0.5,180,Short Term
"023-0238","32.511131, -83.304132",2016,770,Estimated,,,0,0,0.118,1,910,Short Term
"023-0241","32.525425, -83.307562",2016,600,Estimated,,,0,0,0.1,,670,Short Term
"023-0243","32.407988, -83.234816",2016,160,Estimated,,,0,0,0.115,1,170,Short Term
"023-0245","32.435660, -83.244117",2016,140,Estimated,,,0,0,,,160,Short Term
"023-0247","32.472200, -83.253883",2016,130,Estimated,,,0,0,0.101,0.5,150,Short Term
"023-0249","32.485843, -83.273991",2016,150,Estimated,,,0,0,0.201,1,170,Short Term
"023-0256","32.383639, -83.332749",2016,2060,Estimated,,,0,0,,,2380,Short Term
"023-0258","32.382856, -83.342938",2016,2230,Estimated,,,0,0,0.109,0.5,2680,Short Term
"023-0263","32.390249, -83.357623",2016,1460,Estimated,,,0,0,0.0987,1,1500,Short Term
"023-0265","32.392257, -83.355197",2016,1500,Estimated,,,0,0,,,1660,Short Term
"023-0267","32.396035, -83.350892",2016,990,Estimated,,,0,0,0.08,,1090,Short Term
"023-0269","32.401948, -83.357719",2016,850,Estimated,,,0,0,0.109,0.5,1010,Short Term
"023-0289","32.380450, -83.355462",2016,1470,Estimated,,,0,0,0.0959,0.5,1610,Short Term
"023-0294","32.384191, -83.350924",2016,1190,Estimated,,,0,0,0.119,0.5,1270,Short Term
"023-0296","32.385430, -83.349478",2016,1210,Estimated,,,0,0,,,1330,Short Term
"023-0298","32.388960, -83.345294",2016,1020,Estimated,,,0,0,0.18,,1110,Short Term
"023-0299","32.391922, -83.341834",2016,1160,Estimated,,,0,0,0.285,1,1260,Short Term
"023-0300","32.394005, -83.341760",2016,920,Estimated,,,0,0,,,1020,Short Term
"023-0303","32.383468, -83.355045",2016,1610,Estimated,,,0,0,0.1,,1800,Short Term
"023-0305","32.380090, -83.350597",2016,1580,Actual,,,0,0,0.118,0.5,1830,Short Term
"023-0307","32.384300, -83.342800",2016,1200,Estimated,,,0,0,,,1350,Short Term
"023-0309","32.391995, -83.352006",2016,800,Estimated,,,0,0,0.105,0.5,960,Short Term
"023-0312","32.393600, -83.349307",2016,1510,Estimated,,,0,0,0.105,0.5,1760,Short Term
"023-0316","32.407773, -83.356297",2016,380,Actual,,,0,0,0.115,0.5,460,Short Term
"023-0356","32.404192, -83.338371",2016,6960,Estimated,341,382,0.505,0.49,0.0968,1,8730,Short Term
"023-0358","32.414694, -83.350703",2016,6470,Actual,453,208,0.448,0.139,0.0933,1,7440,Short Term
"023-0360","32.381652, -83.328323",2016,4200,Actual,486,162,0.857,0.357,0.0963,1,4360,Short Term
"023-0362","32.386016, -83.326751",2016,4880,Estimated,229,203,0.254,0.233,0.096,1,5540,Short Term
"023-0364","32.400612, -83.334157",2016,5530,Actual,310,166,0.488,0.163,0.0902,1,6640,Short Term
"023-0366","32.519517, -83.355115",2016,170,Estimated,,,0,0,,,180,Short Term
"023-7038","32.404032, -83.341452",2016,1050,Estimated,,,0,0,0.103,0.5,1090,Short Term
"023-8003","32.498319, -83.328791",2016,200,Actual,,,0,0,0.098,0.5,220,Short Term
"023-8005","32.558491, -83.252909",2016,,,,,,,,,,Short Term
"023-8009","32.404124, -83.299673",2016,740,Actual,,,0,0,0.106,0.5,770,Short Term
"023-8011","32.406069, -83.313614",2016,970,Estimated,,,0,0,0.166,1,1980,Short Term
"023-8015","32.456439, -83.298537",2016,510,Actual,23,10,0.196,0.196,0.146,1,590,Short Term
"023-8017","32.385849, -83.332580",2016,20,Estimated,,,0,0,0.287,1,40,Short Term
"023-8018","32.362500, -83.405000",2016,,,,,,,,,,Short Term
"023-8019","32.509194, -83.272606",2016,40,Estimated,3,0,2.631,0,0.285,1,40,Short Term
"023-8020","32.427169, -83.272279",2016,340,Estimated,18,3,0,0,0.13,,480,Short Term
"023-8021","32.394131, -83.283942",2016,160,Actual,7,2,0,0,0.11,1,340,Short Term
"023-8022","32.438377, -83.369174",2016,410,Estimated,10,2,0,0,0.1,,740,Short Term
"023-8023","32.354800, -83.410900",2016,220,Actual,23,13,0.455,0,0.117,1,260,Short Term
"023-8024","32.427531, -83.389252",2016,520,Estimated,84,28,1.012,0.607,0.105,1,880,Short Term
"023-8025","32.451873, -83.451815",2016,30,Estimated,6,2,14.029,3.507,0.394,1,30,Short Term
"023-8027","32.427400, -83.454100",2016,20,Actual,0,2,0,10,0.357,1,40,Short Term
"023-r201","32.573020, -83.239503",2016,440,Actual,,,0,0,0.142,0,450,Short Term
"023-r202","32.571862, -83.234998",2016,270,Actual,,,0,0,0.17,0,290,Short Term
"023-r801","32.573267, -83.235132",2016,290,Actual,,,0,0,0.104,0,320,Short Term
"023-r802","32.574315, -83.238931",2016,430,Actual,,,0,0,0.108,0,520,Short Term
"025-0101","31.110371, -82.127719",2016,1560,Estimated,177,210,0.868,0.934,0.0907,1,1770,Short Term
"025-0103","31.139962, -82.131821",2016,1960,Actual,187,154,0.816,0.408,0.0841,1,2090,Short Term
"025-0105","31.169281, -82.132232",2016,2200,Estimated,100,22,0.331,0.142,0.113,1,2450,Short Term
"025-0109","31.188680, -82.138071",2016,3430,Estimated,252,203,0.486,0.304,0.093,1,3880,Short Term
"025-0112","31.137730, -81.995310",2016,1890,Actual,110,194,0.423,0.265,0.0943,1,2080,Short Term
"025-0114","31.168172, -81.990117",2016,3280,Estimated,221,321,0.54,0.571,0.0879,1,3690,Short Term
"025-0116","31.200799, -81.982993",2016,5240,Actual,163,93,0.592,0.21,0.0939,1,5680,Short Term
"025-0118","31.214225, -81.978656",2016,3810,Estimated,252,404,0.656,0.82,0.0983,1,4080,Short Term
"025-0121","31.247629, -81.969620",2016,2670,Actual,379,125,1.161,0.15,0.097,1,2800,Short Term
"025-0123","31.301246, -81.955271",2016,2480,Estimated,120,33,0.378,0,0.0999,1,2670,Short Term
"025-0127","31.339627, -81.949442",2016,1760,Actual,76,19,0.284,0,0.0967,1,1840,Short Term
"025-0129","31.343616, -81.995161",2016,1690,Estimated,27,4,0,0,0.11,1,1770,Short Term
"025-0132","31.335641, -81.952469",2016,2150,Actual,97,21,0.326,0.14,0.111,1,2440,Short Term
"025-0134","31.331529, -81.917556",2016,2490,Estimated,127,62,0.502,0.293,0.0972,1,2760,Short Term
"025-0136","31.340966, -81.834504",2016,1350,Actual,102,123,0.963,0.444,0.0963,1,1470,Short Term
"025-0138","31.323432, -81.757669",2016,2370,Estimated,,,0,0,0.09,,2770,Short Term
"025-0141","31.173704, -82.187983",2016,5440,Estimated,,,0,0,0.08,0.6,5940,Short Term
"025-0143","31.180800, -82.141201",2016,8000,Actual,515,516,0.363,0.338,0.0912,0.5,8620,Short Term
"025-0145","31.189794, -82.078606",2016,7300,Estimated,539,696,0.642,0.571,0.0929,0.6,8760,Short Term
"025-0152","31.201946, -81.984453",2016,9090,Actual,572,388,0.55,0.308,0.105,0.5,10300,Short Term
"025-0154","31.202826, -81.978376",2016,7550,Estimated,696,793,0.703,0.538,0.0877,0.5,7840,Short Term
"025-0156","31.211519, -81.929647",2016,7860,Actual,440,544,0.483,0.522,0.0868,0.5,9460,Short Term
"025-0161","31.222418, -81.848162",2016,7070,Estimated,454,422,0.486,0.412,0.0925,0.5,8630,Short Term
"025-0167","31.159273, -81.789690",2016,840,Estimated,,,0,0,0.092,0.5,930,Short Term
"025-0169","31.215312, -81.842607",2016,1190,Estimated,87,57,0.973,0.265,0.122,1,1250,Short Term
"025-0172","31.308079, -81.873039",2016,1010,Actual,84,52,0.495,0.198,0.115,1,1240,Short Term
"025-0176","31.213865, -81.852304",2016,1820,Estimated,,,0,0,0.108,0.5,2180,Short Term
"025-0178","31.168538, -82.194381",2016,780,Actual,74,49,0.897,0.385,0.0956,1,880,Short Term
"025-0181","31.111943, -82.130856",2016,320,Estimated,,,0,0,0.14,,330,Short Term
"025-0183","31.184631, -82.128431",2016,2240,Actual,172,136,0.58,0.491,0.107,1,2870,Short Term
"025-0185","31.196657, -82.123868",2016,1330,Estimated,,,0,0,0.105,0.5,1380,Short Term
"025-0189","31.269003, -82.012356",2016,550,Estimated,,,0,0,0.131,0.5,640,Short Term
"025-0192","31.267200, -81.996200",2016,400,Actual,47,7,0.75,0,0.111,1,490,Short Term
"025-0194","31.262889, -81.970160",2016,630,Estimated,37,69,0,0,0.09,,720,Short Term
"025-0196","31.300431, -81.965320",2016,330,Estimated,,,0,0,,,340,Short Term
"025-0201","31.239740, -81.758263",2016,1340,Estimated,,,0,0,0.08,,1450,Short Term
"025-0203","31.298200, -81.733500",2016,810,Estimated,,,0,0,0.0967,0.5,960,Short Term
"025-0205","31.317296, -81.732925",2016,330,Estimated,,,0,0,0.116,0.5,360,Short Term
"025-0212","31.188148, -81.964962",2016,1090,Estimated,,,0,0,0.08,,1240,Short Term
"025-0214","31.198149, -81.978725",2016,1030,Actual,,,0,0,0.101,0.5,1260,Short Term
"025-0218","31.226087, -81.847041",2016,,,,,,,,,,Short Term
"025-7039","31.194631, -82.201953",2016,1040,Estimated,,,0,0,0.0995,0.5,1120,Short Term
"025-8003","31.184121, -82.083463",2016,,,,,,,,,,Short Term
"025-8005","31.181600, -81.995400",2016,,,,,,,,,,Short Term
"025-8009","31.210763, -81.909841",2016,,,,,,,,,,Short Term
"025-8015","31.189440, -81.822410",2016,,,,,,,,,,Short Term
"025-8017","31.219600, -81.987000",2016,540,Estimated,,,0,0,,,570,Short Term
"025-8021","31.322700, -81.864500",2016,30,Estimated,,,0,0,,,60,Short Term
"025-8023","31.102823, -81.946327",2016,,,,,,,,,,Short Term
"025-8024","31.192386, -82.167836",2016,,,0,0,,,,,,Short Term
"025-8025","31.190359, -82.189268",2016,770,Actual,64,17,1.299,0.13,0.109,1,990,Short Term
"025-8026","31.190339, -82.250327",2016,680,Estimated,,,0,0,0.0832,0.5,1210,Short Term
"025-8027","31.188007, -82.203501",2016,370,Estimated,,,0,0,0.1,,430,Short Term
"025-8028","31.132559, -81.981425",2016,1290,Estimated,,,0,0,0.0919,0.5,1970,Short Term
"025-8029","31.099154, -81.942164",2016,480,Estimated,,,0,0,0.11,,530,Short Term
"025-8030","31.118207, -81.955336",2016,290,Actual,17,16,0.69,0.69,0.174,1,360,Short Term
"025-8031","31.157791, -81.952729",2016,,,,,,,,,,Short Term
"025-8032","31.116524, -81.997780",2016,,,,,,,,,,Short Term
"025-8033","31.320542, -81.981433",2016,,,,,,,,,,Short Term
"025-8034","31.234865, -81.789553",2016,1240,Estimated,,,0,0,0.0955,0.5,1420,Short Term
"025-8035","31.148635, -82.154231",2016,,,0,0,,,,,,Short Term
"025-8036","31.142990, -82.044927",2016,260,Estimated,9,14,0,0,,,290,Short Term
"025-8037","31.136711, -82.042197",2016,320,Estimated,,,0,0,0.0955,0.5,360,Short Term
"027-0101","30.707902, -83.554178",2016,240,Estimated,,,0,0,0.0865,0.5,290,Short Term
"027-0102","30.634991, -83.311475",2016,3420,Actual,,,0,0,0.0975,0.5,4560,Short Term
"027-0103","30.687369, -83.613537",2016,1180,Estimated,57,275,0,0,0.0993,0.5,1298,Short Term
"027-0105","30.741035, -83.593772",2016,1560,Actual,,,0,0,0.0959,0.5,2620,Short Term
"027-0109","30.770562, -83.563235",2016,1680,Estimated,,,0,0,0.0906,0.5,1970,Short Term
"027-0112","30.788814, -83.550012",2016,1720,Estimated,,,0,0,0.0896,0.5,1890,Short Term
